Id,QueryString,TopClickedUrls,PopularityRank,PredictedLabel
4d649bf7-f389-4fdd-9e64-af69ddbbcd7f,c# list,"https://docs.microsoft.com/en-us/dotnet/api/system.collections.generic.list-1,https://www.dotnetperls.com/list,https://www.c-sharpcorner.com/article/c-sharp-list/",11,TRUE
7a86c374-783b-4568-aa73-fb5e3402e1bb,cs0122 c# is inaccessible due to its protection level,"https://stackoverflow.com/questions/6125077/is-inaccessible-due-to-its-protection-level,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/compiler-messages/cs0122,https://stackoverflow.com/questions/31302825/inaccessible-due-to-its-protection-level",12,FALSE
28c45ffc-265f-4d53-a3ad-8a88ef9e4da0,c# switch,"https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/keywords/switch,https://www.dotnetperls.com/switch,https://www.w3schools.com/cs/cs_switch.asp",13,TRUE
ca0de0a4-1338-423f-9188-0cabafbe28d1,cs0017 c# program has more than one entry point defined. compile with /main to specify the type that contains the entry point.,"https://docs.microsoft.com/en-us/dotnet/csharp/misc/cs0017,https://andrewlock.net/fixing-the-error-program-has-more-than-one-entry-point-defined-for-console-apps-containing-xunit-tests/,https://stackoverflow.com/questions/57294824/program-has-more-than-one-entry-point-defined-cs0017-problem-with-main",14,FALSE
6c97c8d0-7716-4ef6-9fd9-cdb15847edc8,cs0162 c# unreachable code detected,"https://stackoverflow.com/questions/12527060/how-can-i-fix-the-error-unreachable-code-detected,https://www.dotnetperls.com/unreachable,https://docs.microsoft.com/en-us/dotnet/csharp/misc/cs0162",15,TRUE
6287371e-1d0e-4a20-9faa-3644b90d1aa1,ad0001 c# analyzer threw an exception of type 'system.nullreferenceexception' with message 'object reference not set to an instance of an object.'.,"https://github.com/dotnet/roslyn/issues/32287,https://david.gardiner.net.au/2016/08/error-ad0001-compiler-analyzer-threw.html,https://xamarin.github.io/bugzilla-archives/41/41755/bug.html",16,FALSE
f3eade13-9e19-49e4-a90b-7e5988ec1dec,c# array,"https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/arrays/,https://www.tutorialspoint.com/csharp/csharp_arrays.htm,https://www.w3schools.com/cs/cs_arrays.asp",17,TRUE
99e1adb3-81ab-42d2-a089-21a435d246a8,cs0579 c# duplicate attribute,"https://stackoverflow.com/questions/10590017/getting-a-compile-time-error-cs0579-duplicate-assemblyfileversionattribute-at,https://stackoverflow.com/questions/10311347/duplicate-assemblyversion-attribute,https://social.msdn.microsoft.com/forums/en-US/8671bdff-9b16-4b49-ba9e-227cc4df31b2/compile-error-cs0579-duplicate-assemblyversion-attribute",18,FALSE
0760d23a-4005-44ef-8627-db0b22f732e6,cs8370 c# feature is not available in c# 7.3. please use language version 8.0 or greater.,"https://stackoverflow.com/questions/58624146/feature-using-declarations-is-not-available-in-c-sharp-7-3-please-use-languag,https://thecodebuzz.com/feature-using-declarations-not-available-c-use-language-version-greater/,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/configure-language-version",19,FALSE
057386c0-69a7-42fe-9caa-a24cc74a559c,c# substring,"https://docs.microsoft.com/en-us/dotnet/api/system.string.substring,https://www.dotnetperls.com/substring,https://www.tutorialspoint.com/chash-substring-method",20,TRUE
